@relation 'newest_weka_batters_no_null-weka.filters.unsupervised.attribute.Remove-R1,23-weka.filters.unsupervised.attribute.NumericToNominal-R19'

@attribute lgID {NL,AL}
@attribute yearID numeric
@attribute AB numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute SB numeric
@attribute CS numeric
@attribute BB numeric
@attribute SO numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute G numeric
@attribute GP {0,1}
@attribute height numeric
@attribute weight numeric
@attribute age numeric
@attribute num_years_in_league numeric
@attribute previous_appearances numeric

@data
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,210,28,2,0
NL,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,77,210,30,4,0
NL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,77,210,31,5,0
NL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,77,210,32,6,0
NL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,77,210,33,7,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,77,210,34,8,0
NL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,77,210,35,9,0
NL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,77,210,36,10,0
AL,1982,14,1,2,0,0,0,0,1,0,0,2,0,1,0,1,8,0,74,180,23,0,0
AL,1983,112,22,28,2,0,2,6,1,1,5,12,0,3,0,2,58,0,74,180,24,1,0
NL,1985,121,12,23,3,1,2,10,1,1,5,23,3,3,0,2,54,0,74,180,26,3,0
AL,2004,72,10,22,2,1,4,10,1,0,5,5,0,0,0,3,22,0,72,205,24,0,0
AL,2005,481,68,123,27,5,8,63,11,2,50,57,1,3,8,5,139,0,72,205,25,1,0
AL,2006,251,31,55,14,1,3,28,1,2,22,41,0,3,3,5,90,0,72,205,26,2,0
AL,2007,60,14,14,3,0,2,12,2,1,7,14,1,2,0,1,27,0,72,205,27,3,0
AL,2009,20,2,4,0,0,0,0,0,0,1,1,0,0,0,0,8,0,72,205,29,5,0
AL,2011,89,9,25,4,0,0,7,0,0,6,25,0,0,0,7,29,0,71,185,24,0,0
NL,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,75,180,22,0,0
NL,1996,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,69,0,75,180,23,1,0
NL,1997,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,0,75,180,24,2,0
NL,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,0,75,180,25,3,0
NL,1999,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,0,75,180,26,4,0
NL,2000,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,66,0,75,180,27,5,0
NL,2001,39,2,2,1,0,0,1,0,0,3,19,0,5,1,0,43,0,75,180,28,6,0
NL,2002,25,0,2,0,0,0,1,0,0,3,13,0,6,0,1,46,0,75,180,29,7,0
NL,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,75,180,30,8,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,75,180,31,9,0
NL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,75,180,32,10,0
NL,1955,288,40,76,14,0,15,45,0,2,31,44,3,2,1,13,84,0,76,210,28,5,0
NL,1956,454,76,132,23,1,38,103,1,0,32,86,6,11,2,11,137,0,76,210,29,6,0
NL,1957,209,31,60,13,2,12,38,0,0,20,51,3,0,1,7,65,0,76,210,30,7,0
NL,1958,320,40,88,15,1,19,54,0,0,21,63,1,2,5,14,105,0,76,210,31,8,0
NL,1959,404,53,118,19,2,25,76,0,0,32,77,6,2,6,8,115,0,76,210,32,9,0
NL,1960,514,55,153,21,4,25,91,2,2,46,86,7,5,4,13,138,1,76,210,33,10,0
NL,1961,562,77,160,20,0,35,108,2,1,59,94,4,4,2,22,152,0,76,210,34,11,1
NL,1962,391,48,97,12,1,29,78,2,0,50,91,8,2,3,18,121,0,76,210,35,12,1
AL,1963,283,28,71,7,1,13,49,1,2,30,53,4,1,3,7,97,0,76,210,36,13,1
AL,1964,366,39,98,13,0,21,64,0,2,48,61,4,0,1,13,118,0,76,210,37,14,1
AL,1965,349,30,84,14,0,14,47,2,2,37,74,3,0,0,10,122,0,76,210,38,15,1
AL,1966,231,33,63,10,3,18,48,2,2,31,48,6,0,3,11,83,0,76,210,39,16,1
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,76,235,23,0,0
AL,2012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,76,235,24,1,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,235,26,3,0
NL,1983,20,0,1,0,0,0,0,0,0,1,6,0,0,0,0,10,0,77,200,24,0,0
AL,1986,11,2,1,1,0,0,0,0,0,1,2,0,1,0,0,3,0,77,200,27,3,0
AL,1988,94,8,25,6,1,1,15,0,1,0,15,0,0,3,1,44,0,77,200,29,5,0
NL,1989,19,1,7,1,0,0,0,0,0,0,4,0,0,0,0,13,0,77,200,30,6,0
AL,2013,31,2,8,1,0,0,0,2,0,3,9,0,0,0,0,17,0,74,210,28,0,0
AL,2014,101,13,17,3,0,1,8,3,1,10,27,0,1,2,2,44,0,74,210,29,1,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,75,185,22,0,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,185,23,1,0
AL,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,195,25,1,0
AL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,200,26,0,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,72,200,27,1,0
AL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,200,28,2,0
NL,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,0,72,200,29,3,0
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,200,30,4,0
NL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,200,31,5,0
NL,1963,8,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,72,187,20,0,0
NL,1964,10,0,2,0,0,0,0,0,0,0,5,0,0,0,0,3,0,72,187,21,1,0
NL,1965,34,2,5,1,0,0,3,0,0,2,12,0,0,0,1,15,0,72,187,22,2,0
NL,1966,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,72,187,23,3,0
NL,1967,94,4,17,1,0,1,4,0,0,11,28,3,0,1,6,39,0,72,187,24,4,0
NL,1968,104,3,19,1,1,0,4,0,0,5,27,2,2,0,1,40,0,72,187,25,5,0
NL,2013,18,3,4,1,0,1,3,0,0,1,5,0,1,0,1,9,0,73,170,24,0,0
NL,2014,97,10,23,6,0,0,5,1,1,5,22,1,2,1,2,53,0,73,170,25,1,0
NL,1987,20,1,6,1,0,0,1,0,0,0,12,0,0,0,0,10,0,76,185,24,0,0
AL,1990,14,0,2,0,0,0,2,0,0,0,6,0,0,1,0,14,0,76,185,27,3,0
AL,1991,11,0,1,0,0,0,0,0,0,0,2,0,0,0,1,5,0,76,185,28,4,0
NL,1992,34,3,6,1,2,0,4,0,0,5,12,0,1,0,0,16,0,76,185,29,5,0
AL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,76,225,23,0,0
AL,2003,6,0,2,0,0,0,2,0,0,1,1,0,0,0,0,36,0,76,225,24,1,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,76,225,25,2,0
AL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,76,225,26,3,0
AL,2006,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,76,225,27,4,0
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,76,225,28,5,0
NL,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,76,225,29,6,0
NL,2009,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,76,225,30,7,0
NL,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,76,225,31,8,0
NL,2011,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,67,0,76,225,32,9,0
NL,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,76,225,33,10,0
NL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,76,225,34,11,0
NL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,76,225,35,12,0
NL,1998,15,1,2,0,0,0,0,0,2,1,5,0,0,0,1,11,0,72,225,27,0,0
NL,1999,276,42,79,18,3,14,42,6,4,32,60,4,0,3,8,101,0,72,225,28,1,0
NL,2000,350,59,101,19,1,15,60,5,5,54,68,2,0,3,6,119,0,72,225,29,2,0
NL,2001,296,28,82,14,2,6,27,4,5,36,73,0,1,1,11,91,0,72,225,30,3,0
NL,2002,117,10,24,5,0,4,19,1,0,10,35,0,0,1,4,48,0,72,225,31,4,0
AL,1962,14,0,3,0,0,0,2,0,0,0,4,0,0,0,0,5,0,71,195,20,0,0
AL,1963,27,3,4,1,0,1,3,0,0,2,9,0,0,0,1,13,0,71,195,21,1,0
AL,1964,12,0,2,0,0,0,0,0,0,0,3,0,0,0,0,13,0,71,195,22,2,0
AL,1965,19,2,3,1,0,0,3,0,1,2,6,1,0,0,1,10,0,71,195,23,3,0
AL,1966,629,98,172,27,8,22,86,44,18,41,127,3,5,4,17,160,1,71,195,24,4,0
AL,1967,529,73,124,26,2,14,52,28,10,44,129,5,1,2,14,158,1,71,195,25,5,1
NL,1968,368,30,80,12,3,5,17,13,8,15,103,3,3,1,8,132,0,71,195,26,6,2
NL,1969,565,97,153,23,4,26,76,12,9,59,137,2,6,2,5,149,0,71,195,27,7,2
NL,1970,636,107,182,30,7,24,75,31,15,55,156,3,1,2,11,153,0,71,195,28,8,2
NL,1971,425,58,121,19,0,14,50,28,6,50,84,2,4,1,12,113,0,71,195,29,9,2
NL,1972,422,52,96,23,0,13,47,8,9,53,92,6,1,3,18,114,0,71,195,30,10,2
NL,1973,204,30,48,5,2,8,15,2,5,16,55,1,0,0,4,83,0,71,195,31,11,2
AL,1955,83,11,26,10,1,0,10,2,0,10,10,0,0,1,3,25,0,74,200,26,1,0
AL,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,74,190,25,2,0
AL,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,74,190,26,3,0
AL,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,74,190,27,4,0
NL,1987,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,74,190,29,6,0
NL,1988,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,74,190,30,7,0
NL,1989,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,71,0,74,190,31,8,0
NL,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,74,190,32,9,0
NL,1991,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,72,0,74,190,33,10,0
NL,1992,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,74,190,34,11,0
NL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,74,190,35,12,0
NL,1980,47,7,13,1,2,1,8,1,1,2,3,0,0,1,0,20,0,69,173,21,0,0
NL,1981,84,11,18,4,0,1,7,1,0,6,15,0,2,0,0,45,0,69,173,22,1,0
NL,1982,56,11,15,1,2,3,7,1,1,5,7,1,1,0,1,50,0,69,173,23,2,0
NL,1983,4,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,69,173,24,3,0
NL,1984,72,15,20,4,0,3,11,0,0,8,16,2,0,0,1,58,0,69,173,25,4,0
NL,1985,165,27,46,7,3,6,21,1,0,22,26,5,4,3,7,91,0,69,173,26,5,0
NL,1986,133,17,28,6,1,4,13,1,1,8,26,0,0,2,3,62,0,69,173,27,6,0
NL,1987,209,25,43,9,1,12,21,0,0,15,56,1,3,2,5,94,0,69,173,28,7,0
NL,1988,97,9,24,3,0,3,5,2,0,13,17,2,1,0,2,49,0,69,173,29,8,0
AL,1989,97,7,17,4,1,1,8,0,0,7,19,0,3,3,4,47,0,69,173,30,9,0
NL,2004,45,10,10,2,1,3,5,0,0,2,12,0,1,0,0,29,0,71,200,25,0,0
NL,2005,78,11,19,3,0,0,4,0,1,3,19,0,0,0,0,65,0,71,200,26,1,0
NL,2006,95,5,22,8,1,0,7,2,1,9,26,1,0,0,2,47,0,71,200,27,2,0
NL,2008,12,0,2,0,0,0,0,0,0,2,4,0,1,0,1,8,0,71,200,29,4,0
AL,2014,33,2,4,0,0,0,3,0,0,4,13,0,0,1,1,19,0,75,250,24,0,0
NL,1985,36,1,10,2,0,0,2,0,0,1,5,0,7,0,1,22,0,76,195,24,0,0
NL,1986,51,4,8,0,0,2,6,0,0,3,12,0,3,0,0,32,0,76,195,25,1,0
NL,1987,40,5,9,1,0,1,3,0,0,1,17,0,6,0,0,18,0,76,195,26,2,0
NL,1988,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,76,195,27,3,0
NL,1989,7,1,0,0,0,0,0,0,0,1,2,0,0,0,0,36,0,76,195,28,4,0
AL,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,76,195,29,5,0
AL,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,76,195,30,6,0
AL,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,76,195,31,7,1
AL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,76,195,32,8,2
AL,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,76,195,34,10,3
AL,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,76,195,36,12,3
AL,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,76,195,37,13,3
NL,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,76,195,38,14,3
NL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,76,195,39,15,3
AL,1955,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,76,205,24,0,0
AL,1956,18,1,2,0,0,0,2,0,0,0,11,0,3,0,0,16,0,76,205,25,1,0
AL,1957,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,76,205,26,2,0
AL,1958,14,1,3,1,0,0,1,0,0,1,5,0,0,0,0,44,0,76,205,27,3,0
AL,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,205,28,4,0
AL,1960,28,0,1,0,0,0,0,0,0,0,19,0,2,0,0,37,0,76,205,29,5,0
AL,1961,9,0,0,0,0,0,1,0,0,0,8,0,3,1,0,45,0,76,205,30,6,0
AL,1962,75,0,2,0,0,0,1,0,0,1,46,0,4,0,1,42,1,76,205,31,7,0
AL,1963,76,5,10,3,0,0,6,1,0,3,48,0,2,0,0,38,0,76,205,32,8,1
AL,1964,53,1,3,1,0,0,3,0,0,1,32,0,4,0,2,32,0,76,205,33,9,1
AL,1965,70,4,6,1,0,0,4,0,0,4,43,0,4,0,1,32,0,76,205,34,10,1
AL,1966,25,0,3,1,0,0,0,0,0,4,16,0,2,0,0,30,0,76,205,35,11,1
AL,1967,2,0,1,0,1,0,3,0,0,0,1,0,0,0,0,31,0,76,205,36,12,1
NL,1968,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0,76,205,37,13,1
NL,1969,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,41,0,76,205,38,14,1
NL,1970,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,76,205,39,15,1
NL,2014,70,9,14,2,0,1,4,0,1,3,10,0,2,0,2,25,0,75,205,24,0,0
AL,1977,91,5,18,4,0,0,6,1,2,10,23,2,0,0,1,42,0,75,220,23,0,0
AL,1979,379,59,106,18,0,21,81,1,3,61,79,8,0,6,10,116,0,75,220,25,2,0
AL,1980,543,70,151,24,0,20,98,1,0,64,88,3,0,9,23,151,0,75,220,26,3,0
AL,1981,349,45,93,16,0,17,53,0,0,62,47,12,0,5,11,101,0,75,220,27,4,0
AL,1982,466,50,131,29,1,17,74,0,1,45,70,7,0,5,19,134,0,75,220,28,5,0
AL,1983,410,49,124,26,1,23,72,0,0,45,75,9,0,1,16,125,0,75,220,29,6,0
AL,1984,234,21,48,7,0,11,26,0,0,29,56,1,0,0,6,93,0,75,220,30,7,0
AL,1985,20,2,4,1,0,1,5,0,0,3,6,0,0,1,1,12,0,75,220,31,8,0
AL,1979,308,26,73,7,1,2,19,1,0,12,58,1,7,2,8,87,0,76,175,20,0,0
AL,1980,111,11,27,6,1,0,4,3,0,2,29,0,1,0,3,38,0,76,175,21,1,0
AL,1981,246,20,46,6,2,0,14,8,5,23,41,1,4,1,5,86,0,76,175,22,2,0
NL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,192,23,0,0
NL,2002,6,1,1,1,0,0,0,0,0,0,1,0,1,0,0,6,0,75,192,24,1,0
NL,2003,22,0,1,0,0,0,0,0,0,0,7,0,4,0,0,12,0,75,192,25,2,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,75,192,26,3,0
NL,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,175,24,0,0
AL,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,210,24,0,0
NL,1990,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,71,0,74,210,28,4,0
NL,1991,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,74,210,29,5,0
AL,1964,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,74,190,24,0,0
AL,1965,8,0,0,0,0,0,0,0,0,0,7,0,1,0,0,34,0,74,190,25,1,0
AL,1966,21,1,2,1,0,0,2,0,0,0,12,0,1,0,0,66,0,74,190,26,2,0
AL,1967,8,0,1,0,0,0,1,0,0,0,4,0,3,0,0,57,0,74,190,27,3,0
AL,1968,7,1,1,0,0,0,0,0,0,0,5,0,1,0,0,54,0,74,190,28,4,0
AL,1969,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,74,190,29,5,0
AL,1970,16,0,1,0,0,0,1,0,0,0,6,0,1,0,1,41,0,74,190,30,6,0
AL,1971,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,41,0,74,190,31,7,0
AL,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,74,190,32,8,0
NL,1973,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,47,0,74,190,33,9,0
NL,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,74,190,34,10,0
NL,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,160,28,0,0
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,77,270,25,0,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,77,270,26,1,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,77,270,27,2,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,77,270,28,3,0
NL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,77,270,30,5,0
AL,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,215,25,0,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,73,195,28,0,0
AL,1978,18,1,5,1,0,0,0,0,0,0,2,0,0,0,0,6,0,74,205,28,0,0
AL,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,74,190,26,0,0
NL,2006,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,73,225,23,0,0
NL,2007,29,0,2,0,0,0,0,0,0,0,17,0,3,0,0,31,0,73,225,24,1,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,73,225,25,2,0
AL,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,73,225,26,3,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,73,225,27,4,0
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,73,225,28,5,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,73,225,29,6,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,73,225,30,7,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,73,225,31,8,0
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,72,195,25,0,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,72,195,26,1,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,72,195,27,2,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,195,28,3,0
AL,1975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,72,190,28,2,0
AL,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,72,190,29,3,0
NL,1976,43,5,6,1,0,0,2,0,0,2,26,0,5,0,0,30,0,77,195,24,0,0
NL,1977,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,77,195,25,1,0
NL,2014,278,31,57,11,2,10,29,8,5,17,93,0,1,2,3,70,0,70,170,23,0,0
AL,2000,45,9,13,1,0,4,7,0,0,3,7,0,0,0,0,21,0,74,180,27,0,0
AL,2001,38,3,10,1,0,0,3,1,0,3,13,0,0,0,3,14,0,74,180,28,1,0
NL,2002,32,3,8,1,0,2,5,0,1,0,6,0,0,0,0,16,0,74,180,29,2,0
NL,1967,60,1,14,1,0,0,3,1,1,1,13,0,1,1,1,17,0,69,165,26,0,0
NL,1968,106,4,16,1,0,2,5,1,1,9,23,2,0,0,2,41,0,69,165,27,1,0
AL,1969,79,15,20,2,1,1,7,0,0,7,9,0,0,0,2,22,0,69,165,28,2,0
AL,1970,120,10,20,5,1,1,14,0,0,4,13,0,1,1,2,35,0,69,165,29,3,0
NL,1986,216,27,54,18,3,2,25,1,3,33,34,4,4,1,3,84,0,71,180,25,0,0
NL,1987,357,50,116,18,2,9,51,6,0,43,50,5,4,2,6,126,0,71,180,26,1,0
NL,1988,389,44,104,15,0,3,50,6,5,56,65,13,1,3,10,139,0,71,180,27,2,0
NL,1989,136,12,30,8,1,1,12,1,3,19,30,0,1,2,4,76,0,71,180,28,3,0
NL,1990,161,22,39,7,1,1,18,1,2,37,31,2,0,1,2,96,0,71,180,29,4,0
NL,1991,15,2,0,0,0,0,1,0,1,3,4,0,0,0,1,12,0,71,180,30,5,0
AL,1993,255,40,68,13,1,10,33,1,1,34,45,2,3,0,7,95,0,71,180,32,7,0
AL,1994,178,23,43,5,0,4,18,2,0,20,35,1,0,3,2,76,0,71,180,33,8,0
AL,1995,125,18,34,8,0,4,21,0,0,19,23,1,0,2,3,60,0,71,180,34,9,0
AL,1996,40,5,6,1,0,3,8,0,0,5,4,0,0,1,3,31,0,71,180,35,10,0
AL,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,76,195,24,2,0
NL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,76,195,25,3,0
AL,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,76,195,30,8,0
AL,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,76,195,31,9,0
NL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,76,195,32,10,0
NL,2001,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,72,210,22,0,0
AL,2010,13,0,1,0,1,0,1,0,0,0,5,0,0,0,0,5,0,72,210,31,9,0
NL,1989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,75,210,28,2,0
AL,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,74,205,33,0,0
AL,1957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,74,205,35,2,0
NL,1971,33,3,9,0,0,0,2,0,0,3,13,0,1,0,1,17,0,75,190,21,0,0
AL,1972,25,1,2,0,0,0,0,0,0,1,7,0,3,0,1,35,0,75,190,22,1,0
AL,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,75,190,25,4,0
NL,1980,83,7,15,3,0,0,3,0,0,3,24,0,3,0,1,35,0,75,190,30,9,0
NL,1981,51,5,9,4,0,0,6,0,0,2,12,0,4,1,2,24,0,75,190,31,10,0
NL,1986,38,2,8,1,0,0,5,0,0,0,8,0,6,1,2,18,0,75,190,36,15,0
NL,1987,35,1,1,0,0,0,1,0,0,0,13,0,6,0,0,16,0,75,190,37,16,0
NL,1975,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,74,195,22,0,0
NL,1976,73,12,13,1,1,2,7,1,0,10,16,1,0,1,1,23,0,74,195,23,1,0
NL,1977,119,17,36,4,2,5,20,3,1,20,33,2,0,2,5,51,0,74,195,24,2,0
AL,1978,174,18,36,6,1,10,22,0,3,22,66,2,1,1,9,58,0,74,195,25,3,0
AL,1979,358,54,82,9,2,15,54,4,2,46,100,3,3,7,7,110,0,74,195,26,4,0
AL,1980,178,22,40,7,1,5,31,0,4,17,52,1,0,3,9,76,0,74,195,27,5,0
NL,1981,47,6,10,4,1,1,6,0,0,3,12,0,0,1,1,21,0,74,195,28,6,0
NL,1973,5,4,1,0,0,0,1,2,0,1,1,0,0,0,0,12,0,71,168,26,0,0
NL,1974,54,15,11,2,1,0,0,8,4,12,12,1,7,0,2,45,0,71,168,27,1,0
AL,1975,10,16,1,0,0,0,0,17,10,1,1,0,0,0,0,63,0,71,168,28,2,0
AL,1976,30,16,1,0,0,0,0,20,7,0,5,0,0,0,0,61,0,71,168,29,3,0
AL,1977,42,24,10,1,0,0,2,26,14,4,6,0,1,0,0,90,0,71,168,30,4,0
NL,1978,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,71,168,31,5,0
NL,1979,13,16,7,0,1,0,1,13,1,0,0,0,0,0,0,44,0,71,168,32,6,0
NL,1980,3,13,1,1,0,0,0,10,3,0,0,0,0,0,0,37,0,71,168,33,7,0
NL,1981,11,5,4,0,0,0,0,3,2,0,1,0,0,0,0,15,0,71,168,34,8,0
AL,1992,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,70,150,21,0,0
AL,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70,150,22,1,0
AL,1995,242,35,57,9,1,3,23,11,4,20,30,0,4,0,2,94,0,70,150,24,3,0
AL,1996,68,6,7,0,0,0,4,3,3,3,27,0,2,0,2,54,0,70,150,25,4,0
NL,1997,149,26,37,9,3,2,15,11,0,9,38,1,1,1,3,54,0,70,150,26,5,0
NL,1998,264,34,60,10,1,5,25,4,1,18,66,1,5,1,6,108,0,70,150,27,6,0
NL,1999,177,17,48,11,2,0,15,4,0,10,38,0,1,1,1,90,0,70,150,28,7,0
AL,2000,194,30,41,4,3,4,19,2,0,13,41,0,2,0,0,101,0,70,150,29,8,0
